product_name,categories,ingredients_text,countries_en,category_label
Custard Apple,Chirimuyas,Custard Apple,United Kingdom,458
Cherry Tomatoes on the vine,Tomatoes,Creativo Tomatoes 25-35mm,United Kingdom,1998
Candy Floss Flavour Grapes,"Grapes,Fresh Fruits",Cotton Candy Grapes,United Kingdom,895
Full Salmon Side,Salmons,Skin-on boneless full salmon side,United Kingdom,1794
Baby Plum tomatoes,Tomatoes,Angelle Tomatoes,United Kingdom,1998
Raspberries,Raspberries,Adelita Raspberries,United Kingdom,1716
chick peas,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables","Chick peas, water, salt, E385",United Kingdom,1495
Tuna flakes,Tuna chunks,"tuna, water, salt",United Kingdom,2005
6 british Free-range eggs,"Farming products,Bird eggs,Eggs,Free-range eggs",free range eggs,United Kingdom,718
2 pork Loin steaks ,"Meats,Pork,Loin steaks,Pork loin steaks",Pork,United Kingdom,1175
Pork chops,"Meats,Pork,Pork chops",Pork,United Kingdom,1178
1 British Beef Rump Steak ,Beef meat,Beef,United Kingdom,200
2 boneless salmon fillets,"Seafood,Fishes,Salmons","Farmed Altlantic Salmon fillets, skin on and boneless",United Kingdom,1842
New Zealand lamb chops,Lamb chops,Lamb chops,United Kingdom,1092
Pork chops ,pork,Pork,United Kingdom,2313
Pistachio nuts,Pistachios,Roasted Pistachio Nuts in Shells,United Kingdom,1391
Chilli crushed,"Chilli,Spices,Groceries",chilli,United Kingdom,451
Vanilla flavour mallow,"Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Herbal teas,Mallow,Non-sugared beverages","Sugar, glucose syrup, dextrose, water, beef gelatine, corn starch, flavouring",United Kingdom,1400
meantime London lager,Lager beer,"Hops, Barley",United Kingdom,1078
Runny Honey Clear Blossom,Honey,Honey,United Kingdom,985
Green lentils,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Lentils",green lentils,United Kingdom,1560
Coriander Seeds,"Coriander Seeds,Spices",Coriander Seeds,United Kingdom,537
Cumin seeds,Cumin,Cumin seeds,United Kingdom,558
Ginko Herbal Tea,"Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Herbal teas,Teas,Non-sugared beverages"," Green tea, Ginkgo leaf, Apple, Polygala, Peppermint, Liquorice, Cloves",United Kingdom,1405
Kintaro medium grain rice,Rice,Medium grain rice specially selected for sushi,United Kingdom,1735
Gluten free organic brown rice pasta fusilli,"Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Granen en aardappels,Smeerbare producten,Granen en graanproducten,Plantaardige smeerbare vetten,Puree van oliehoudende zaden,Pastas van granen",Only organic brown rice and water,Netherlands,1575
Rooster potatoes,Potatoes,rooster potatoes,United Kingdom,1651
Shoreditch Triangle IPA,Beer,"Barley, Oat, Wheat, Centennial, Columbus, Chinook",United Kingdom,204
"Peruvian Gold, Chulucanas 70","dark chocolates,chocolate bars","cocoa mass, raw cane sugar, cocoa butter",United Kingdom,2209
Petits pois,"Frozen Petits pois,Petits pois",Petits Pois,United Kingdom,820
Shadow Grey,"Food additives,Food colorings","E171, E153",United Kingdom,756
Snow Drift,"Food additives,Food colorings",E171,United Kingdom,756
PURE GREEN,Tea,Green tea,United Kingdom,1964
Phantom River Sauvignon Blanc 2013,"White wines,Sauvignon Blanc,Wines,Beverages,Chilean White Wine",Sauvignon Blanc,United Kingdom,2124
Mung Beans,Mung Beans,Mung Beans,United Kingdom,1274
Disney Frozen Celebration Cake - Moist Sponge Layered with Raspberry Filling and Sweet Frosting covered in soft icing and sugar decorations.,Cakes,"Gluten, Egg, Soybeans",Australia,340
Hot Drinking Chocolate,"Sugary snacks,Chocolates,Kakao,Cacao",Kakaomasse,"Germany,United Kingdom",1936
Coconut Water,Jus de coco,eau naturelle de noix de coco,France,1038
Proper Corn - Popcorn Done Properly - Lightly Sea Salted,Salted popcorn,"hand popped corn, rapeseed oil, sea salt","Switzerland,United Kingdom",1798
Propercorn,Snacks,"Popped corn, rapeseed oil, brown cane sugar, sea salt.","France,Switzerland,United Kingdom",1863
Hopspur,Beer,"malted barley, wheat, yeast",United Kingdom,204
daily detox,infusions,"Licorice root, peppermint, spearmint, burdock root, dandelion root, milk thistle seed, ginger, sage.",United Kingdom,2269
6 fresh eggs class A medium,Eggs,Chicken eggs,United Kingdom,639
Sirop d'Agave,Sirops d'agave,Sirop d'agave,France,1857
Miller Genuine Draft,beers,"brewed from the finest malted barley, selected cereal grains and choicest hops ","Switzerland,United Kingdom",2170
Ananas,Ananas,Ananas.,France,121
Southern Comfort,Liqueurs,Liqueur with whiskey,United Kingdom,1130
Jack Daniel's Tennessee Whiskey,"Tennessee Whiskeys,Whisky",Tennessee Sour Mash Whiskey,"France,United Kingdom",1969
Mustard,Mustard,"Water, mustard flour, sugar, salt, wheatflour, spice, citric acid.",United Kingdom,1278
Eggs,Eggs,chicken eggs,United Kingdom,639
Yogurt Greco Fage,Lattiero caseario,"LATTE intero, CREMA DI LATTE, fermenti Iattici vivi",Italy,1099
Le jus d'olive,Huiles d'olive vierges extra,Huile d'olive extra vierge.,France,1002
Feta,Feta,"Schafmilch, Ziegenmilch",Germany,730
Pacific Organic Vegetable Broth,"Broth,Caldo","Water, carrots, onions, celery, tomatoes, leeks, mushrooms, garlic, sea salt, thyme, bay leaf.","Mexico,United States",323
Australian  Broccolini Baby Broccoli,Broccoli,Australian Baby Broccoli,Australia,317
British cauliflower class 1,Cauliflower,Cauliflower,United Kingdom,395
Biscuits with cereals carrefour,Biscuits,Palm oil Huile de palme,Belgium,274
Carrefour,"Epices,Epicerie",Basilic,Belgium,683
paprika doux moulu,Paprika,Paprika,Portugal,1337
Galettes de riz,Galettes de riz,"Riz complet, Sarrasin, Amarante, Millet, Sel marin",Belgium,851
graines de lin brun,Graines de lin,graines de lin brun,Belgium,884
Tpaz,"Epices,Epicerie",Romarin,Belgium,683
Everyday Bruisend Mineraalwater,"Water,soda","Water, Carbondioxide",Belgium,2112
Huile d'arachide,"Huiles,Huiles d'arachide",Huile d'arachide.,France,1014
Huile pour friture,Huiles,"Huile de tournesol, huile de palme, huile de colza.",France,999
Roquefort,Roqueforts,Roquefort.,France,1772
Huile de Colza,Huiles de Colza,Huile de colza.,France,1004
Bloc de foie gras de canard,"Conserves,Foies gras de canard,Blocs de foie gras","Foie gras de canard, eau, Armagnac, sel, poivre, sucre.",France,525
Sucre en poudre,Sucres,Sucre.,France,1908
Fraises,Fraises,Fraises,France,765
Pois mangetout,Pois gourmands,pois mangetout,France,1594
Poivrons,Poivrons,Poivrons,France,1622
Tomates grappes Princess,Tomates,Tomates grappes,France,1990
Finest scotch highland ale,"Beverages,Alcoholic beverages,Beers,Stout","water, barley malt, maize, sugar, roasted barley malt, hops",France,223
Huile de coco,Huiles de coco,Huile de noix de coco pure,Belgium,1006
prior 8,"Beverages,Alcoholic beverages,Beers","Water, barley malt, sugar, hops, yeast",Belgium,214
Spa reine,water,water,France,2350
Finesse,Mineral waters,mineraalwater,Netherlands,1262
Chapelure,chapelure,"Farine de froment, sel levure",Belgium,2186
ice tea,"Boissons,ice tea","koolzuurhoudend water, suiker, thee extract, voedingszuur, zuurteregelaar, citroensap, aroma's, antioxidanten ","Belgium,Denmark,France,Germany,Italy,Netherlands,Norway,Sweden",299
Imperial,Caramel sauce,"sucre, sirop de glucose, eau",Belgium,381
Excellence,Huiles de tournesol,"Huile de tournesol, antimoussant E900.",Belgium,1012
Flageolets verts extra-fins,Flageolets en conserve,"Flageolets, eau, sel",France,741
"Orange avec pulpe, pure premium","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Orange juices,Squeezed juices,Squeezed orange juices",Jus d'orange avec pulpe.,France,1399
Pure Premium Tomate,Jus de tomates,"Jus de tomate, sel.","Belgium,France",1053
Ruby Breakfast,Jus de fruits,"Jus d'orange, d'orange sanguine, jus de pamplemousse rose",France,1039
Stella Artois,"Beverages,Alcoholic beverages,Beers",malted barley,"Scotland,United Kingdom",214
Blonde,"Beverages,Alcoholic beverages,Beers,Lagers",Contient du malt d'orge.,France,221
Cassonade Graeffe,"Sucres,Cassonades,Sucres roux",sucre roux,France,1925
Mandarines en sirop,"Fruits au sirop,Mandarines au sirop",Mandarines en sirop,France,834
Delby's Poivre vert,"Epicerie,Condiments","poivre vert, eau, sel",Belgium,655
Reis 10 Min. Beutel Uncle Bens,Reise,riz long grain etuve.,"Austria,Switzerland",1727
Travel water,Eaux de sources,Eau de source.,France,635
Gueuze,beer,"Water, mout, tarwe, kandijsuiker, hop, gist, bevat gersremout en tarwe",Belgium,2169
7 triple blond,"Beverages,Alcoholic beverages,Beers,Belgian beers,Triple beer",malt d'orge,"France,Italy,Luxembourg,Netherlands,Spain",219
hopus,beer,"water, barleymalt, sugar, 5 varietis of hops, yeast",Belgium,2169
Perejil troceado,perejil congelado,Perejil.,Spain,2305
Coles de Bruselas,Coles de Bruselas congeladas,Coles de Bruselas ultracongeladas.,Spain,499
Zanahoria baby,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Alimentos de origen vegetal congelados, Verduras y hortalizas congeladas, Zanahorias baby congeladas, Zanahorias congeladas",Zanahoria baby,Spain,62
Triple,"Beverages,Alcoholic beverages,Beers,Belgian beers,Flavored beers,Triple beer,Bieres-d-abbayes","Eau, malt d'orge, sucre, houblon, levure, vitamine C.",France,218
Guldenberg,beer,"water, barley malt, hops, sugar, yeast",Belgium,2169
Kiwis bio,Kiwis,"Kiwis Hayward, calibre 82-93 g",France,1069
Gros Sel MARSEL,"Epicerie,Condiments,Produits de la mer,Sels,Gros sels",Sel de mer,"Belgium,France",663
Rulles saison,Beer,"Malt d'orge, malt de froment, houblons, sucre inverti, levure",Belgium,204
lucifer,beer,"water, barley malt, sugar, hops, yeast",Belgium,2169
Achel,beer,"eau, malt d'orge, houblon, levure",Belgium,2169
Olives violettes,"Olives,Olives violettes","eau, sel, acide citrique, olives",Belgium,1315
Dried Goji Berries,"Baies de goji,Fruits secs",Baies de goji.,France,180
Chaudfontaine 1.5l,"Beverages,Waters,Mineral waters,Non-sugared beverages",Water,Belgium,261
Spiruline en poudre,Spiruline,Spiruline en poudre.,France,1882
Pastel de nata,Pastel de nata,"farinha de trigo, margarina, sal",Portugal,1349
Caseirinho,Arroz,Arroz,Portugal,146
Morue,"Conserves de poisson,Morues","Morue, huile, oignon, sel",Belgium,523
Arroz extra longo agulha Suriname,Cereais,Arroz extra longo agulha Suriname,Portugal,408
Leite meio gordo Auchan,Leites,Leite UHT meio gordo homogeneizado,Portugal,1112
Matinal Meio-Gordo,Leite,Leite UHT meio-gordo,Portugal,1111
Casal Garcia,Vinho verde,Contient des sulfites,Portugal,2084
Petits pois,Petits pois en conserve,"petits pois, eau et sel.",France,1366
Abadia super bock,Beers,"Eau, malt d'orge, sucre, houblon, antioxydant E224",Portugal,205
Leite de Pastagem Meio Gordo,Leite,Leite Ultrapasteurizado Meio Gordo,Portugal,1111
Arroz Extra Longo Cigala Agulha,Arroz,Arroz,Portugal,146
Cigala Vaporizado,Cereais,Arroz extra longo vaporizado,Portugal,408
Arroz agulha Europa,Arroz,Arroz,Portugal,146
Azeite,Azeite,"azeite refinado, azeite virgem ",Portugal,169
Ervilhas ultracongeladas,Vegetables and derived products,ervilhas.,Portugal,2021
Azeite de Moura Virgem Extra,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Gorduras vegetals,Vegetable oils,Olive oils",azeite virgem extra,Portugal,1454
Framboises,Framboises,Framboises,France,766
Sucre de Fleur de Coco,Sucres,Sucre de noix de coco biologique.,France,1908
Rosmaninho,Mel,Mel de rosmaninho,Portugal,1191
Pimenta branca,Epices,Pimenta branca,Portugal,680
Huile de palme biologique,Huiles de palme,Huile de palme biologique,France,1010
Organic Juicy Dates,Dates,Dates,Germany,605
Castello Creamy Blue,"Cheeses,Blue-veined cheeses,Dairies","Pasteurised milk, cream, salt, lactic acid culture, microbial rennet, blue mould culture, maturing culture",United Kingdom,433
Original Salted,"Potato crisps in sunflower oil,Kettle cooked chips","Potatoes, sunflower oil, sea salt",United States,1649
Havermout,Havermoutvlokken,Havermoutvlokken,Netherlands,966
Tyskie Grand Prix,"Beverages,Alcoholic beverages,Beers,Lagers","Eau, malt d'orge, houblon.","France,Poland,United Kingdom",221
Filet de Poulet frais Single MAP Classe A,"Viandes,Volailles,Poulets,Filets de poulet",Filet de Poulet frais,France,2069
Pilon de Poulet frais Classe A,"Viandes,Volailles,Poulets,Pilons de poulet",Poulet.,France,2071
Champignons de Paris blancs,Champignons de Paris entiers,"Champignons de Paris blancs calibre moyen, cat I.",France,423
6 free range eggs,"Farming products,Bird eggs,Eggs,Free-range eggs",free range eggs,United Kingdom,718
Hunter - Dry,Ciders,Cider,South Africa,469
Rooibostee,Rooibos,Rooibos,Netherlands,1770
tamarind jelly,confiture,"pulpe de tamarin, sucre, pectine EE330",Spain,2204
Cherry Vanilla Creme,Soda,"Filtered carbonated water, cane sugar, natural cherry vanilla creme flavored, citric acid",United States,1867
Citrons,Citrons,"Citrons, eau, sel.",France,477
Dattes,"Dattes,Fruits secs",Dattes,France,610
Pilau masala,Spices,"Cumin seeds, black pepper, cinnamon, cardamoms, cloves.",Kenya,1880
Haricots verts,Haricots verts,Haricots verts.,France,961
Alaska Cod Fillets Wild Caught,"Seafood,Fishes",Alaska Cod.,United States,1841
Biodynamische Datteln,Datteln,Datteln,Germany,607
L'BEN,"Produits laitiers,lait","Lait frais, ferments lactiques",Tunisia,1692
Extra Virgin Olive Oil,Extra-virgin olive oils,Olives,United States,710
Oat Choco,Sugary snacks,"Oatmeal, Cocoa butter substitute, Milk poweder, Sugar, Cocoa powder, Maltodextrin,  Lecithin, Salt, Different Flavors.",Egypt,1930
Al Marai Low fat milk,Milk,"Water, Milk Solids, Milk Fat, Vitamin D3, Vitamin A","Qatar,Saudi Arabia,United Arab Emirates",1254
Condimento Balsamico Bianco,"Essige,Aceto balsamico","Weinessig, konzentrierter Traubensaft",Germany,703
Napolitain pur beurre,Bonbon,"Farine de froment, beurre, confiture de fraise, fondant, colorant.",Réunion,300
sucanat,sucre,jus de canne biologique,fr:Quebec,2343
White Rice Vinegar,"Vinaigres,Vinaigres de riz","eau, vin blanc, riz gluant.",France,2082
Vinaigre noir,"Groceries,Sauces","Eau, riz gluant, levain",France,916
Tai wan noodles,Chinese noodles,"Flour, water",United Kingdom,453
Tibet Glacial Mineral Water,"Beverages,Waters,Mineral waters,Non-sugared beverages",Mineral water,Hong Kong,261
Infusion au ginkgo,Infusion,Ginkgo biloba,France,1020
Ekte honning,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys",Norsk sommer- og lynghonning,Norway,314
white rhum,White rhum,white rhum,United Kingdom,2123
British Traditional Pork Chops,Pork Chops,Bone in rindless pork chops,United Kingdom,1642
Unsalted Butter,"Unsalted Butter,Butter",Butter,United Kingdom,2007
Miel Pur de Fleurs Sauvages,"Miels de fleurs,Miels liquides",Miel de fleurs,France,1215
Poivre de Sichuan moulu,Poivres,Poivre de Sichuan.,France,1612
Black pepper whole,Poivre noir en grains,poivre noir.,France,1609
Absolut Vodka,"Vodka,Spirits,Alcoholic beverages,Beverages",winter wheat,"France,United Kingdom",2102
ICA Basic Majskorn,Canned corn,"Majskorn, vatten, socker, salt.",Sweden,357
Coop X-tra Jordgubbar,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Berries,Frozen fruits,Frozen berries,Frozen strawberries,Strawberries",Styckfrysta jordgubbar.,Sweden,1500
Lager,"Beverages,Alcoholic beverages,Beers,Lagers",barley malt,France,221
Mange tout,"Manges tout,Mange tout",Mange tout,France,1153
Crispy Pineapple Chips,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried pineapple",Pineapple and Raw Cane Sugar,United States,1502
Crispy Beet Chips,Crisps,Beet and Raw Cane Sugar,United States,552
Imperial,Rhum,rhum,France,1731
Cut Leeks quick frozen for freshness,"Leeks,Frozen Vegetables",Cut leeks,United Kingdom,1109
Sensitive marinara sauce,Tomato sauce,"italian whole peeled tomatoes, olive oil, fresh carrots, salt, fresh celery, fresh basil",United States,1996
Sabritas original,Snacks salados,"Papa, aceite vegetal, sal yodada",Mexico,1864
Agua purificada Ciel,"Beverages,Waters,Non-sugared beverages,Purified water",Purified water,Mexico,267
Leche deslactosada Light ,"Leches,leches light","Leche descremada de vaca, lactasa, Vitamina A y Vitamina D",Mexico,1105
Extra,"Beverages,Alcoholic beverages,Beers",Malt d'orge,"France,Netherlands",214
Frijoles refritos Bayos Isadora,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Leguminosas,Semillas,Granos de leguminosas,Legumbres secas,Alubias","Agua, frijol bayo, aceite vegetal, sal yodada y especias.  ",Mexico,102
Agua embotellada sin sodio,Agua,   ,Mexico,22
Framboise,Framboises,Framboises,France,766
Modelo Especial,Beers,"E300, E405",United Kingdom,205
Corona extra,beers,Malted Barley,United Kingdom,2170
Poudre de cacao,"Chocolats,Confiseries",Cacao en poudre,Switzerland,461
Noisettes moulues,Dried fruits,"Noisettes,",Switzerland,624
Carottes baby,Carottes en conserve,"carottes, eau, sel de cuisine",Switzerland,387
Galettes de riz,"Galettes de riz,Snack",Riz,Switzerland,852
Mini galettes riz complet,"Riz,Galette","Riz, riz complet.",Switzerland,1762
Menthe,Tees,menthe,Switzerland,1968
Lait entier,lait entier,lait entier,Switzerland,2275
Avocat,"Fruits,Avocats",Avocat ,France,843
Chilli,Piments,Chilli,Switzerland,1376
Champignons blancs du pays,champignons de paris,Champignons blancs,Switzerland,2185
Jogurt bio nature,"Produits laitiers,Yaourts","Vollmilch, Milch protein","France,Switzerland",1690
Flocons d'avoine ,avoine complet,Flocons d'avoine bio,"France,Switzerland",2161
6 Gros Oeufs,Organic eggs,6 gros oeufs suisses,Switzerland,1325
"NaturaPlan, Riz complet",Riz complet,riz bio,Switzerland,1749
Lager Bier ,Biere,"eau, malto d'orzo, houblon",Switzerland,273
Ruccola,Salades,Roquette,Switzerland,1786
6 Schweizer Freilandeier,Eier,6 schweizer Freilandeier,Switzerland,640
Latte drink Emmi,Latte  UHT omogeneizzato,Latte,Switzerland,1096
Riz long grain,"Riz,Riz long grain",riz,Switzerland,1763
still water,natural mineral water,Water,United Kingdom,2295
oeufs suisses,Eggs,oeufs,Switzerland,639
Frites au four,"Chips et frites,Frites","pommes de terre, huile de tournesol.",Switzerland,456
Framboises,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Berries,Raspberries",Framboises,Switzerland,1514
Orange sanguine,Jus d'orange sanguine,jus d'orange sanguine.,Switzerland,1035
Pamplemousse rose,Jus de pamplemousse rose,jus de pamplemousse rose.,Switzerland,1045
Baies rouges,jus multifruits,"jus de raisin rouge, jus de fraise, jus de framboise, jus de cassis",Switzerland,2272
Jus d'ananas,Jus d'ananas,jus d'ananas.,Switzerland,1033
Mini mozzarella di latte di bufala,"Produits laitiers,Fromages","lait de bufflonne, sel de cuisine.",Switzerland,1687
Poivre Noir,"Poivres noirs,Poivre noir moulu",Poivre noir,Switzerland,1618
Persil,"Epicerie,Condiments,Plantes condimentaires,Plantes aromatiques,Herbes aromatiques,Persil",persil,Switzerland,662
Estragon,Estragon sec moulu,Estragon,Switzerland,705
Flocons d'avoine fins,Flocons d'avoine,Flocons d'avoine sans gluten,Switzerland,748
Cardinal Blonde,Beers from Switzerland,"Wasser, Gerstenmalz, Hopfen",Switzerland,208
Nature Chips,Chips,"Pommes de terre, huile de tournesol, sel de cuisine.",Switzerland,454
Pommes frites,Pommes de terre,"pommes de terre, huile de palme.",Switzerland,1634
Noix de Muscade,Noix de muscade en poudre,Noix de muscade,Switzerland,1292
Ail,"Epices,Epicerie","Ail,",Switzerland,683
Basilic,"Epicerie,Condiments,Plantes condimentaires,Plantes aromatiques,Herbes aromatiques,Basilic",Basilic,Switzerland,660
Farine Fleur,"Farine fleur,Farine",Farine fleur de froment,Switzerland,712
Mozzarella,Fromage,"fromage frais sans lactose, sel de cuisine.",Switzerland,812
Prunes rouges,Prunes,Pflaumen rot,Switzerland,1695
Quesitos,quesos,"leche desnatada concentrada, queso, mantequilla, E452, E331,fosfatos de calcio, proteina de leche, sal, E330, E202, E234, ",Spain,2318
Birne pur,"Babynahrung,nach dem 4. Monat",Birne,Germany,174
Framboises,Fruits,Framboises,Switzerland,831
Trocillo Sabor Pollo,snack, ,Colombia,2335
Physalis,Physalys,Physalis.,France,1370
Corazones de palmitos,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods","corazones de palma, agua, sal, acido citrico",Colombia,1533
Blueberries,Myrtilles,Myrtilles,France,1280
Lunaris - Malbec - 2018,Red wines,contains sulphites,United Kingdom,1723
Sauvignon Blanc 2016,"Witte wijn,Chileense wijnen",Sulfieten,Netherlands,2132
Casillero del Diablo Pinot Grigio 2013,"Wines,Beverages,Chilean White Wine,White wines,Pinot Grigio",Pinot Grigio,United Kingdom,2130
Kiwi Berries,Kiwis,Kiwi Berries,Germany,1069
Arroz Branco aro,Arroz Branco,arroz,Brazil,147
OAT BRAN,AVEIA,FARELO DE AVEIA,Brazil,5
qualita rossa,"Beverages,Hot beverages,Coffees,Non-sugared beverages",ground coffee,United Kingdom,252
Zucchero semolato,Zucchero,Zucchero,Italy,2146
Burro da panna italiana di centrifuga,"Burro,Latticini,Lattiero caseari",Burro,Italy,329
Sambuca dei Cesari,Sambuca,"water, sugar, alcohol, natural flavours",United Kingdom,1811
Vallelata - Mozzarella di Bufala Campana DOP,"latticini,Mozzarella di Bufala Campana",Latte di bufala Siero innesto naturale Sale Caglio,Italy,2279
Grappa invecchiata,Grappa,grappa,Italy,898
Latte Garfagnana,"Milch,Frischmilch,Vollmilch",Latte fresco intero,Italy,1233
Merlot,Roteweine,Rotwein Rebsorte Merlot,Germany,1777
Mandorla,Liquori,"Grappa, alcol, zucchero, olio di mandorla, aromi e colore naturali.",Italy,1134
Orzoro Solubile,Orzo solubile,orzo,Italy,1329
Riz,riz,riso fino ribe,France,2322
Acqua Minerale Naturale Frizzante,"Beverages,Waters,Non-sugared beverages",Eau,Switzerland,264
Mais,Mais,"mais, acqua, sale.",Italy,1148
CondiverdeRiso,condiriso,"Peperoni, carote, cetrioli, olive, cipolle, carciofi, mais,  funghi coltivati, agaricus bispons, capperi, piselli , sedano, zucchero, sale marino, aromi naturali",Italy,2202
Riso,Riso,riso fino,Italy,1739
Birra Italiana Coop Lager,birre,"acqua, malto d'orzo, granturco, luppolo.",Italy,2173
Latte UHT parzialmente scremato,"Latte,Latte parzialmente scremato",Latte parzialmente scremato UHT a lunga conservazione,Italy,1097
Gli Gnocchi n.54,Pastas,Semola di grano duro.,"France,Italy",1348
Passata Classica Vellutata,Coulis de tomates,"Tomate, Sel.",France,545
miele di fiori di eucalipto,Honey,miele italiano di fiori eucalipto,Italy,985
Risotto,Rice,ARBORIO LONG GRAIN RICE FOR RISOTTO  ,United Kingdom,1735
Riz pour Risotto,Riz pour risotto,Riz pour risotto,France,1758
Riz Basmati Gallo,"Riz Basmati,riz,basmati",Riz Long Grains Basmati,France,1744
Risotto Gran Gallo,Riz pour risotto,Riz,France,1758
Risotti Chicchi perfetti e corposi,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Rices,Riso",Riso,Italy,1443
Riz Basmati Gallo,"Riz Basmati,riz,basmati",Riz Long Grain Basmati  ,France,1744
Piselli piccoli di giornata,Piselli,"piselli freschi, acqua, zucchero e sale.",Italy,1390
Fagiolini,Haricots verts en conserve,"Haricots verts, eau, sel.",France,962
Optimum ,Juices and nectars,"purea e succo di pera, acqua zucchero, sciroppo di glucosio - fruttosio, acidificante acido citrico,aromi, vitamina C",Italy,1032
Mielbio de Fleurs,"Miels de fleurs,Miels italiens",Miel de fleurs biologique.,France,1214
Mielbio d'Oranger,Miel d'Oranger,Miel d'oranger biologique   ,France,1198
Il Primosale Osella,"Dairies,Cheeses","LATTE pastorizzato, crema di LATTE, sale.",Switzerland,566
Nun,"Vins,Boissons",Sulfites,Italy,2099
Gran Nero Integrale,"Riz long grain,Riz complet",Riz complet long grain,France,1755
Fecola di Patate,Fecola di patate,fecola di patate. ,Italy,728
Neutrogena Handcreme,Open Beauty Facts,"Aqua,Glycerin,Cetearyl Alcohol,Ethylhexylglycerin,Palmitic Acid,Stearic Acid,Sodium Cetearyl Sulfate,Sodium Sulfate,Phenoxyethanol",Germany,1318
Sale marino grosso,"Groceries,Condiments,Salts",Sea salt,United Kingdom,906
Espresso Napoletano,Kaffees,Kaffeebohnen,Germany,1056
Trofie,pasta,semola di grano duro,Italy,2300
Huile d'olive vierge extra Classico,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils",Huile d'olive vierge extra,France,1456
Huile d'olive vierge extra,Huiles d'olive vierges extra,Huile d'olive vierge extra.,France,1002
Huile d'olive vierge extra bio,Huiles d'olive vierges extra,Huile d'Olive Vierge Extra,France,1002
Tomates en morceaux italienne,"Vegetables,Canned foods,Canned Vegetables","tomates, jus de tomates,",Switzerland,2022
Fagioli borlotti,"Conserve,Fagioli,Legumi,Vegetali","fagioli borlotti, acqua, sale","Albania,Denmark,Italy",520
Lentils,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Lentils","Lentils, Water, Salt",Australia,1560
Annalisa Canned Tomatoes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Canned vegetables,Tomatoes and tomato products,Canned tomatoes",Diced tomatoes in tomato juice,Australia,1497
10 uova fresche Bresciane,Uova,Uova da allevamento a terra,Italy,2010
Latte intero microfiltrato UHT,Latte,latte,"Albania,Italy",1095
Huile de Colza vierge Biologique,"huile,huile de colza",graine de colza,France,2267
San Carlo Piu' rustica,"patatine,patatine fritte","patate, oli vegetali, sale iodato","France,Italy",2303
Farina du riso,"Farina,Farina di riso",farine di riso,Italy,711
Lindt Cacao,Cacao,cacao in polvere,"Albania,Italy",337
Sugo al Basilico,"Sauces tomates au basilic,Sauces tomates basilic",   ,France,1823
Bio Parmigiano Reggiano,"Parmesan,grated cheese","Bio-Milch, Steinsalz, Tierisches Lab",Germany,1342
Bicerin di Giandujotto Originale,Liquori,"Zucchero, crema vegetale, alcol, cacao, aromi, aroma naturale nocciola.",Italy,1134
Komadi tunjevine u suncokretovom ulju,"Canned foods,Seafood,Fishes,Canned fishes,Tunas,Canned tunas,Tuna chunks","Tunjevina, suncokretovo ulje, so.",Serbia,366
Grappa Veneta,Grappa,grappa,Italy,898
Lazy Lemon,Jus de citron,"Jus de citron vert, conservateur, disulfite de potassium",France,1036
Sambuca with Liquorice Flavour,Sambuca,quality ingredients,United Kingdom,1811
Figues de Barbarie,Figues de Barbarie,"Figues de Barbarie, calibre 5-6.",France,734
Fruttosio,Fruttosio,fruttosio,Italy,850
Orzo biologico,Orzo,orzo solubile biologico,Italy,1328
Rucola,Rucola,Rucola,Germany,1780
Vinaigre de tomate,"Vinaigre de tomate,Vinaigre",vinaigre de tomate,"Denmark,France",2078
Mozzarella di Bufala Campana,Mozzarella di Bufala Campana,"latte di bufala, caglio, sale.",Italy,1273
